cuento,archivo,trial_id,text,n_words,word_id,motivo_eliminacion
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0009,realmente,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0010,vinieron,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0011,mi hermano mayor.,3,"[1, 2, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0016,la deseaba,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0017,la patineta.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0018,indiscutible,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0020,hermano,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0021,"Nacho,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0023,patineta.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0025,La veía,2,"[1, 1, 2, 1, 2, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0026,nuestras,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0028,nuestras,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0032,Si tan,2,"[1, 2, 1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0033,"Nacho,",1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0036,sintiendo,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0041,Las tardes pasaban.,3,"[1, 2, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0042,Nacho,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0043,pasaban.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0046,"Trrrrr,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0047,"observando,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0048,lisas.,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0052,"anhelante,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0053,"Trrrrr, cuando era",3,"[1, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0054,apoyado,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0055,baldosas de Bilbao.,3,"[1, 1, 3, 2, 3, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0056,jornadas,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0057,Bilbao.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0059,sol se,2,"[2, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0060,basura.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0068,El sol agonizaba.,3,"[3, 1, 3, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0069,Me costaba,2,"[2, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0070,agonizaba.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0076,Solo quedaba esperar.,3,"[2, 1, 3, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0077,"Ta trac, ta",3,"[1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0086,Al fin éramos,3,"[3, 2, 3, 3, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0087,Nada,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0088,uno.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-095.json,La de la Obsesión por la Patineta::sub-095::seg_0089,Nada más importaba.,3,"[1, 2, 3, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0008,siempre,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0009,Cipolletti.,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0014,mis,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0019,tardes pasaban.,2,"[1, 1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0022,baldosas,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0033,sol agonizaba.,2,"[1, 1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0039,Solo quedaba esperar.,3,"[2, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0040,"trac,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0042,"trac, ta",2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0044,sangre en la,3,"[1, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0045,patineta,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0052,nadie podía separarnos.,3,"[1, 3, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0053,fin éramos uno.,3,"[1, 2, 3, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-096.json,La de la Obsesión por la Patineta::sub-096::seg_0054,Nada más importaba.,3,"[1, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0015,como,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0020,atrevido.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0021,tardes,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0029,fin.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0030,sintiendo,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0034,sol agonizaba.,2,"[2, 1, 2, 2, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0040,quedaba esperar.,2,"[1, 1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0041,"trac, ta trac.",3,"[1, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0044,quedaba esperar.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0052,podía separarnos.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0053,éramos uno.,2,"[1, 2, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0054,más importaba.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-097.json,La de la Obsesión por la Patineta::sub-097::seg_0059,Ni,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0003,importó,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0004,obsesión.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0006,automáticamente,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0016,deseaba,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0017,patineta.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0018,las zapatillas,2,"[2, 2, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0019,patineta.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0020,River.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0022,River.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0023,para,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0025,pisarla,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0027,Intenté,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0028,Cipolletti.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0030,cuero,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0032,en,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0039,tardes pasaban.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0040,Nacho,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0041,pasaban.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0046,"Trrrrr,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0047,lisas.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0048,él,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0051,jornadas enteras:,2,"[2, 2, 2, 1, 1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0052,grandes y lisas.,3,"[1, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0061,El sol agonizaba.,3,"[1, 3, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0067,Solo quedaba esperar.,3,"[2, 1, 3, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0068,"trac,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0072,sudor,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0073,primera,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0078,nadie podía separarnos.,3,"[1, 2, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0079,fin éramos uno.,3,"[1, 2, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0080,Nada más importaba.,3,"[1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-100.json,La de la Obsesión por la Patineta::sub-100::seg_0084,descontrolada,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0009,llegara a nuestras,3,"[2, 3, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0014,Flexionaría,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0020,tardes pasaban.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0034,agonizaba.,1,"[1, 1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0038,corazón,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0039,los,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0042,Solo quedaba esperar.,3,"[3, 2, 1, 3, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0043,"trac, ta trac.",3,"[1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0051,nadie podía separarnos.,3,"[2, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0052,fin éramos,2,"[2, 1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0053,Nada más importaba.,3,"[1, 1, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0055,furia descontrolada de,3,"[1, 3, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0056,Ni,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0057,padre.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-103.json,La de la Obsesión por la Patineta::sub-103::seg_0059,furia descontrolada,2,"[1, 1, 2, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0003,Poco,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0013,ese,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0017,Ferracioli,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0023,Las tardes pasaban.,3,"[1, 3, 2, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0032,llegara,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0036,sol agonizaba.,2,"[2, 1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0042,quedaba,1,"[1, 1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0043,Ta,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0050,Nuestro,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0051,existía otra cosa.,3,"[1, 2, 1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0053,nadie podía separarnos.,3,"[1, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0054,fin éramos,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-106.json,La de la Obsesión por la Patineta::sub-106::seg_0055,Nada más importaba.,3,"[1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0009,Cipolletti.,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0017,tardes pasaban.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0028,estaba,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0029,tostadas,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0031,sol agonizaba.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0037,Solo quedaba esperar.,3,"[1, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0046,nadie podía separarnos.,3,"[1, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0047,fin éramos,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-109.json,La de la Obsesión por la Patineta::sub-109::seg_0048,Nada más importaba.,3,"[1, 2, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0011,fracasaba.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0013,en,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0014,obsesión.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0015,No recuerdo,2,"[2, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0016,los colores de,3,"[3, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0017,solo,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0019,recibir,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0023,tener,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0025,indiscutible,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0026,trasero,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0027,Lo,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0028,freno,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0036,tardes pasaban.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0048,sol,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0054,"trac,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0059,quedaba esperar.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0064,hermano,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0069,nadie podía separarnos.,3,"[1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0070,fin éramos uno.,3,"[1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-111.json,La de la Obsesión por la Patineta::sub-111::seg_0071,más importaba.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0004,recuerdo,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0005,colores,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0012,despecho.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0021,me rompe,2,"[2, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0022,carpetas.,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0024,tardes pasaban.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0033,mañana me levanté,3,"[3, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0039,"Nesquick,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0040,contra,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0041,tostadas,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0043,agonizaba.,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0045,"trrrrr,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0046,girar,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0048,hormigas,1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0049,"trac, ta trac.",3,"[1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0052,quedaba esperar.,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0053,"trac,",1,[1],input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0057,patineta rebotó,2,"[1, 2]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0062,nadie podía separarnos.,3,"[1, 3, 3, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0063,éramos,1,"[1, 1]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0064,Nada más importaba.,3,"[1, 3]",input_menos_de_4_palabras
La de la Obsesión por la Patineta,sub-112.json,La de la Obsesión por la Patineta::sub-112::seg_0065,llanto de mi,3,"[1, 1, 3]",input_menos_de_4_palabras
La gallina degollada,sub-001.json,La gallina degollada::sub-001::seg_0001,mayor tenía,2,"[1, 2]",input_menos_de_4_palabras
La gallina degollada,sub-001.json,La gallina degollada::sub-001::seg_0002,un tapial.,2,"[1, 2]",input_menos_de_4_palabras
La gallina degollada,sub-001.json,La gallina degollada::sub-001::seg_0004,tapial.,1,[1],input_menos_de_4_palabras
La gallina degollada,sub-001.json,La gallina degollada::sub-001::seg_0006,el,1,[1],input_menos_de_4_palabras
La gallina degollada,sub-001.json,La gallina degollada::sub-001::seg_0007,ocho.,1,[1],input_menos_de_4_palabras
La gallina degollada,sub-001.json,La gallina degollada::sub-001::seg_0018,Para Berta,2,"[2, 1, 1]",input_menos_de_4_palabras
La gallina degollada,sub-001.json,La gallina degollada::sub-001::seg_0019,siguiente amaneció,2,"[1, 2]",input_menos_de_4_palabras
La gallina degollada,sub-001.json,La gallina degollada::sub-001::seg_0025,Mientras,1,[1],input_menos_de_4_palabras
